التاريخ,الزمن,المحافظة,المدينة,نوع المدينة,الطريق,مستوى الزحام (%),وقت التأخير (دقائق لـ10 كم),السرعة المتوسطة (كم/س),ساعة ذروة,حالة الطريق
2022-02-10,18:19,Giza,Faisal,حضرية,Giza Square,22,29.7,24.4,نعم,مبلل
2024-12-01,14:58,Cairo,Downtown,حضرية,Al Fangari Bridge,58,17.3,22.7,لا,جاف
2025-09-05,12:10,Qalyubia,Qalyub,صناعية,Shubra-Banha Road,54,13.1,21.0,نعم,جاف
2024-11-25,15:20,Cairo,Zamalek,حضرية,Ramses St.,17,35.7,26.7,نعم,جاف
2024-06-17,17:55,Giza,6th October City,حضرية,Faisal Road,24,34.8,16.9,نعم,جاف
2025-09-13,17:57,Qalyubia,Qalyub,صناعية,Shubra-Banha Road,51,26.1,31.8,نعم,تحت الصيانة
2024-04-07,12:59,Cairo,Zeitoun,حضرية,Ramses St.,62,23.52,17.6,نعم,تحت الصيانة
2023-10-02,09:35,Alexandria,Stanley,حضرية,El-Montazah Bridge,44,25.2,25.7,نعم,جاف
2025-08-06,19:57,Giza,Dokki,حضرية,El-Lebbini St.,21,28.1,29.0,نعم,جاف
2023-11-01,07:24,Cairo,Gesr El Suez,صناعية,Salah Salem St.,26,24.6,33.6,نعم,جاف
2025-03-21,16:44,Alexandria,Sidi Gaber,حضرية,Kafr Abdou St.,65,36.839999999999996,24.7,نعم,مبلل
2022-11-20,18:59,Sharqia,Kafr Saqr,ريفية,Minya Al Qamh Road,27,21.3,36.0,نعم,تحت الصيانة
2023-12-09,18:52,Assiut,Assiut First,حضرية,Assiut Western Bridge,17,37.3,18.4,نعم,جاف
2024-01-22,07:10,Cairo,Maadi,حضرية,Suez Road,45,27.8,18.7,نعم,جاف
2024-03-06,14:15,Cairo,Downtown,حضرية,6th October Bridge,18,17.7,28.6,لا,مبلل
2024-08-06,15:38,Cairo,Heliopolis,حضرية,Al Fangari Bridge,79,33.8,21.4,نعم,جاف
2022-06-17,12:23,Giza,Faisal,حضرية,El-Lebbini St.,60,16.3,20.2,نعم,جاف
2024-06-20,05:28,Alexandria,Roushdy,حضرية,Stanley Bridge,16,17.7,15.9,لا,جاف
2023-08-17,11:28,Alexandria,Miami,حضرية,El-Horreya Ave,45,18.3,21.8,لا,جاف
2022-02-23,18:29,Alexandria,Smouha,حضرية,El-Montazah Bridge,57,39.1,20.5,نعم,مبلل
2022-05-25,14:52,Minya,Beni Mazar,ريفية,Mallawi Main St.,19,9.3,25.6,لا,جاف
2024-12-06,23:51,Alexandria,Smouha,حضرية,Gamal Abdel Nasser St.,71,19.6,26.4,لا,جاف
2022-11-11,11:35,Giza,Imbaba,حضرية,26th of July Corridor,61,17.4,22.6,لا,جاف
2025-07-20,01:52,Giza,Imbaba,حضرية,El Mansoureya Road,45,18.4,18.4,لا,جاف
2023-02-22,16:53,Alexandria,Sidi Gaber,حضرية,Miami Beach Road,68,28.9,21.4,نعم,جاف
2023-05-30,08:34,Giza,Sheikh Zayed City,حضرية,Giza Square,40,25.9,27.6,نعم,جاف
2025-08-27,00:39,Giza,6th October City,حضرية,26th of July Corridor,22,18.9,24.7,لا,جاف
2023-03-07,23:46,Alexandria,Sidi Gaber,حضرية,Abu Qir Road,59,16.1,28.6,لا,مبلل
2022-09-09,01:49,Cairo,Zamalek,حضرية,Ring Road,79,17.2,19.0,لا,جاف
2024-06-26,15:46,Cairo,Nasr City,حضرية,15th of May Bridge,60,33.7,23.7,نعم,جاف
2023-04-17,08:27,Giza,Haram,حضرية,El Bahr El Aazam St.,71,34.199999999999996,19.7,نعم,جاف
2022-04-01,12:48,Alexandria,Smouha,حضرية,Miami Beach Road,80,15.3,22.6,نعم,جاف
2022-05-12,04:33,Alexandria,Montazah,حضرية,El-Montazah Bridge,64,18.4,29.7,لا,جاف
2023-02-20,18:29,Alexandria,Smouha,حضرية,Miami Beach Road,60,39.8,24.5,نعم,مبلل
2023-02-13,14:53,Giza,Imbaba,حضرية,Saqqara Road,60,15.5,22.1,لا,جاف
2023-01-18,16:02,Giza,Agouza,حضرية,El Mansoureya Road,46,31.0,20.5,نعم,جاف
2024-05-04,15:02,Giza,Dokki,حضرية,El-Lebbini St.,51,30.2,25.7,نعم,تحت الصيانة
2022-05-12,22:20,Alexandria,Glim,حضرية,El-Horreya Ave,75,15.9,26.4,لا,مبلل
2023-11-18,04:33,Giza,Haram,حضرية,Pyramids Road,23,16.3,29.6,لا,جاف
2024-01-04,19:19,Alexandria,Sidi Gaber,حضرية,Stanley Bridge,63,36.4,18.7,نعم,جاف
2024-02-20,08:27,Alexandria,Roushdy,حضرية,Gamal Abdel Nasser St.,32,24.0,26.5,نعم,تحت الصيانة
2023-02-21,22:58,Alexandria,Roushdy,حضرية,Desert Road,80,17.1,20.7,لا,مبلل
2022-11-18,12:51,Cairo,Zeitoun,حضرية,Nasr Road,72,16.6,20.5,نعم,جاف
2023-01-02,15:39,Cairo,Shubra,حضرية,15th of May Bridge,34,35.0,26.0,نعم,جاف
2023-04-22,16:24,Giza,Dokki,حضرية,El Bahr El Aazam St.,75,33.72,29.5,نعم,جاف
2023-09-13,10:05,Alexandria,San Stefano,حضرية,Kafr Abdou St.,79,16.2,21.7,لا,جاف
2022-10-15,12:34,Giza,6th October City,حضرية,26th of July Corridor,60,19.1,18.6,نعم,مبلل
2022-07-24,18:00,Cairo,Gesr El Suez,صناعية,Al Mehwar Al Markazy,56,23.2,33.1,نعم,تحت الصيانة
2024-09-19,18:06,Giza,6th October City,حضرية,26th of July Corridor,48,32.9,21.9,نعم,جاف
2022-08-20,13:55,Alexandria,Smouha,حضرية,Gamal Abdel Nasser St.,51,17.5,15.7,لا,تحت الصيانة
2024-11-22,09:36,Alexandria,Stanley,حضرية,Stanley Bridge,70,29.1,22.7,نعم,مبلل
2024-02-06,11:52,Cairo,Nasr City,حضرية,6th October Bridge,55,16.7,29.4,لا,تحت الصيانة
2024-06-28,12:34,Giza,6th October City,حضرية,Saqqara Road,75,16.6,23.8,نعم,جاف
2025-02-13,16:26,Qalyubia,Qalyub,صناعية,Shubra-Banha Road,12,26.1,26.1,نعم,مبلل
2022-05-20,11:50,Alexandria,San Stefano,حضرية,Kafr Abdou St.,69,16.1,21.2,لا,تحت الصيانة
2025-06-29,18:21,Giza,6th October City,حضرية,El-Lebbini St.,42,30.8,21.6,نعم,جاف
2024-08-26,12:00,Cairo,Gesr El Suez,صناعية,15th of May Bridge,37,16.1,28.5,نعم,مبلل
2022-06-17,00:22,Cairo,Zamalek,حضرية,Suez Road,63,18.3,26.7,لا,جاف
2024-07-18,08:44,Cairo,Zamalek,حضرية,6th October Bridge,41,24.0,28.4,نعم,جاف
2022-07-04,09:22,Cairo,Downtown,حضرية,Al Mehwar Al Markazy,53,29.2,26.6,نعم,جاف
2024-01-16,19:31,Giza,6th October City,حضرية,Saqqara Road,78,35.3,29.5,نعم,جاف
2024-08-28,14:03,Cairo,Zeitoun,حضرية,6th October Bridge,18,15.5,27.1,لا,جاف
2022-11-07,18:18,Cairo,Zeitoun,حضرية,Suez Road,32,31.2,26.4,نعم,جاف
2022-11-17,06:52,Qalyubia,Banha,حضرية,Qalyub Main St.,80,15.4,27.0,لا,جاف
2023-12-05,20:30,Alexandria,Sidi Gaber,حضرية,Kafr Abdou St.,55,18.3,15.5,لا,تحت الصيانة
2024-03-01,12:59,Cairo,Shubra,حضرية,Nasr Road,67,17.9,18.6,نعم,جاف
2025-01-30,09:19,Qalyubia,Qalyub,صناعية,Obour Access Road,22,18.5,32.8,نعم,مبلل
2023-01-19,12:42,Cairo,Zamalek,حضرية,6th October Bridge,72,17.2,16.9,نعم,جاف
2025-08-24,23:27,Cairo,Nasr City,حضرية,Salah Salem St.,55,16.4,27.2,لا,جاف
2023-06-10,16:24,Sharqia,Zagazig,حضرية,Ismailia Canal Road,24,35.2,16.0,نعم,جاف
2024-04-26,08:16,Alexandria,Miami,حضرية,Miami Beach Road,70,27.6,21.2,نعم,جاف
2024-02-12,02:30,Cairo,Downtown,حضرية,Al Azhar St.,23,19.3,25.6,لا,تحت الصيانة
2025-01-27,02:47,Giza,Dokki,حضرية,Faisal Road,38,17.1,28.3,لا,جاف
2022-06-12,16:53,Cairo,Maadi,حضرية,Autostrad Road,17,33.4,21.3,نعم,جاف
2024-08-31,22:19,Qalyubia,Qalyub,صناعية,Agricultural Road,11,15.9,33.6,لا,جاف
2025-05-16,19:19,Qalyubia,Khanka,ريفية,Cairo-Ismailia Road,40,15.7,37.0,نعم,جاف
2025-01-25,08:08,Giza,Imbaba,حضرية,Pyramids Road,52,27.9,21.5,نعم,جاف
2023-01-17,11:13,Alexandria,Smouha,حضرية,El-Montazah Bridge,29,16.8,21.1,لا,جاف
2024-09-22,03:02,Cairo,Downtown,حضرية,Nasr Road,59,17.1,21.8,لا,جاف
2024-03-11,12:27,Cairo,Zamalek,حضرية,Salah Salem St.,80,18.119999999999997,28.8,نعم,مبلل
2023-12-14,07:25,Cairo,Zamalek,حضرية,Salah Salem St.,71,28.9,26.6,نعم,جاف
2023-07-14,01:11,Giza,Dokki,حضرية,Pyramids Road,62,16.3,28.7,لا,جاف
2022-11-10,21:43,Alexandria,Smouha,حضرية,El-Montazah Bridge,69,18.0,20.8,لا,جاف
2023-03-05,17:41,Alexandria,Miami,حضرية,Abu Qir Road,43,31.1,19.9,نعم,جاف
2025-08-12,18:58,Giza,Imbaba,حضرية,26th of July Corridor,66,30.6,21.7,نعم,مبلل
2025-05-05,04:25,Giza,Imbaba,حضرية,El Mansoureya Road,66,18.5,19.6,لا,مبلل
2023-05-21,10:34,Cairo,Maadi,حضرية,Suez Road,16,16.4,15.0,لا,جاف
2022-08-06,17:48,Cairo,Zamalek,حضرية,15th of May Bridge,35,33.1,23.4,نعم,جاف
2022-04-25,07:22,Alexandria,Miami,حضرية,Corniche Road,70,34.08,16.2,نعم,تحت الصيانة
2024-02-15,09:10,Giza,Agouza,حضرية,El Mansoureya Road,69,23.8,22.1,نعم,جاف
2025-08-15,12:59,Alexandria,Smouha,حضرية,Desert Road,57,15.1,22.0,نعم,جاف
2022-03-14,16:52,Alexandria,Montazah,حضرية,Corniche Road,48,29.8,15.4,نعم,جاف
2023-11-12,23:39,Giza,Haram,حضرية,Saqqara Road,54,17.5,27.2,لا,جاف
2024-11-29,17:52,Beheira,Damanhour,حضرية,Edku Coastal Road,78,35.2,23.4,نعم,تحت الصيانة
2024-09-07,09:31,Alexandria,Miami,حضرية,Kafr Abdou St.,32,27.8,19.7,نعم,جاف
2022-12-06,13:47,Giza,Haram,حضرية,Pyramids Road,51,17.2,22.0,لا,جاف
2024-10-28,16:57,Giza,Imbaba,حضرية,El Mansoureya Road,67,36.5,24.3,نعم,جاف
2025-02-23,17:57,Cairo,Heliopolis,حضرية,Al Fangari Bridge,66,32.3,30.0,نعم,جاف
2022-11-30,12:27,Giza,Imbaba,حضرية,Pyramids Road,21,17.5,29.2,نعم,جاف
2024-07-10,19:49,Qalyubia,Khanka,ريفية,Banha Bypass,14,15.8,44.6,نعم,مبلل
2022-12-17,01:38,Cairo,Maadi,حضرية,Al Mehwar Al Markazy,77,17.7,18.0,لا,جاف
2024-09-18,08:13,Minya,Beni Mazar,ريفية,Minya Eastern Road,24,14.1,26.0,نعم,جاف
2022-11-05,14:38,Giza,Faisal,حضرية,Alexandria Desert Road,57,15.0,16.2,لا,تحت الصيانة
2023-07-25,03:38,Giza,Faisal,حضرية,El Bahr El Aazam St.,34,15.7,19.8,لا,تحت الصيانة
2024-05-10,19:15,Cairo,Maadi,حضرية,Ring Road,69,37.4,23.9,نعم,جاف
2022-10-27,09:53,Dakahlia,Dikirnis,ريفية,Mansoura-Talkha Road,22,12.3,41.7,نعم,جاف
2024-07-23,16:01,Alexandria,Montazah,حضرية,Kafr Abdou St.,67,35.1,29.5,نعم,جاف
2022-01-27,19:11,Cairo,Nasr City,حضرية,Salah Salem St.,71,34.6,19.2,نعم,جاف
2023-06-27,05:14,Alexandria,Montazah,حضرية,Desert Road,46,18.2,27.3,لا,جاف
2023-01-28,13:37,Giza,Haram,حضرية,El Bahr El Aazam St.,37,18.8,22.6,لا,جاف
2024-04-27,16:43,Cairo,Heliopolis,حضرية,Ramses St.,78,30.2,24.1,نعم,تحت الصيانة
2025-09-14,16:37,Cairo,Downtown,حضرية,Al Azhar St.,71,39.1,28.4,نعم,تحت الصيانة
2024-05-29,09:15,Alexandria,Stanley,حضرية,Desert Road,50,27.2,18.7,نعم,جاف
2022-03-08,06:55,Giza,Haram,حضرية,Pyramids Road,75,19.3,16.1,لا,جاف
2023-07-24,06:52,Giza,Dokki,حضرية,Alexandria Desert Road,79,16.4,22.2,لا,مبلل
2024-04-23,17:27,Qalyubia,Banha,حضرية,Shubra-Banha Road,37,39.8,29.6,نعم,جاف
2024-07-23,16:11,Alexandria,San Stefano,حضرية,Miami Beach Road,78,30.4,29.8,نعم,جاف
2022-09-29,17:45,Qalyubia,Qalyub,صناعية,Obour Access Road,28,23.4,22.1,نعم,جاف
2022-10-27,12:21,Giza,Haram,حضرية,Giza Square,32,17.0,25.7,نعم,مبلل
2023-06-24,01:01,Giza,Sheikh Zayed City,حضرية,26th of July Corridor,69,16.8,21.9,لا,مبلل
2023-06-07,18:45,Cairo,Maadi,حضرية,Ramses St.,34,28.5,28.9,نعم,جاف
2024-07-05,06:36,Cairo,Shubra,حضرية,Autostrad Road,60,18.7,22.8,لا,مبلل
2024-10-19,18:25,Cairo,Zeitoun,حضرية,Ramses St.,74,36.2,20.8,نعم,جاف
2022-03-31,19:11,Cairo,Nasr City,حضرية,Autostrad Road,49,29.7,24.3,نعم,جاف
2022-11-08,17:33,Cairo,Gesr El Suez,صناعية,Salah Salem St.,42,29.0,33.8,نعم,مبلل
2022-02-17,14:27,Cairo,Zamalek,حضرية,Ramses St.,28,15.5,29.2,لا,مبلل
2024-12-14,09:55,Cairo,Shubra,حضرية,Salah Salem St.,21,22.5,19.7,نعم,مبلل
2023-05-17,00:10,Alexandria,Miami,حضرية,Sidi Gaber Road,30,16.0,24.4,لا,جاف
2022-12-24,18:14,Qalyubia,Shibin El Qanater,ريفية,Cairo-Ismailia Road,13,21.4,25.7,نعم,جاف
2022-11-25,23:02,Minya,Maghaghah,ريفية,Upper Egypt Highway,36,12.7,30.3,لا,جاف
2024-11-30,15:48,Giza,Dokki,حضرية,Saqqara Road,31,31.9,20.6,نعم,جاف
2024-07-09,18:08,Cairo,Nasr City,حضرية,Al Azhar St.,33,33.7,23.6,نعم,جاف
2025-02-04,02:21,Cairo,Nasr City,حضرية,Al Azhar St.,61,18.7,20.4,لا,مبلل
2025-01-12,12:39,Cairo,Downtown,حضرية,Corniche El Nil,29,19.0,22.2,نعم,جاف
2025-07-29,15:05,Qalyubia,Toukh,ريفية,Qalyub Main St.,18,18.1,44.9,نعم,مبلل
2024-09-29,08:26,Qalyubia,Khanka,ريفية,Shubra-Banha Road,7,18.0,27.5,نعم,تحت الصيانة
2024-12-10,18:50,Cairo,Zeitoun,حضرية,15th of May Bridge,45,35.0,27.0,نعم,مبلل
2025-06-29,21:52,Cairo,Zamalek,حضرية,Autostrad Road,45,18.1,23.3,لا,مبلل
2024-04-01,19:58,Alexandria,Stanley,حضرية,Sidi Gaber Road,74,39.0,27.5,نعم,جاف
2024-07-09,16:26,Alexandria,Stanley,حضرية,Abu Qir Road,58,33.5,22.7,نعم,مبلل
2024-11-20,10:12,Cairo,Gesr El Suez,صناعية,Ramses St.,29,16.9,21.2,لا,تحت الصيانة
2023-09-24,18:55,Qalyubia,Banha,حضرية,Agricultural Road,54,33.6,20.9,نعم,جاف
2024-01-13,15:33,Alexandria,Sidi Gaber,حضرية,Miami Beach Road,16,31.6,28.7,نعم,جاف
2022-08-26,12:08,Cairo,Zamalek,حضرية,Al Fangari Bridge,68,16.0,23.9,نعم,جاف
2023-09-04,09:43,Giza,Faisal,حضرية,Saqqara Road,22,22.5,23.5,نعم,جاف
2024-04-11,19:35,Cairo,Nasr City,حضرية,Al Fangari Bridge,78,47.04,22.1,نعم,جاف
2023-09-12,17:34,Giza,Faisal,حضرية,El-Lebbini St.,33,36.3,17.2,نعم,جاف
2023-08-19,12:22,Alexandria,Montazah,حضرية,El-Montazah Bridge,54,17.1,23.5,نعم,جاف
2025-02-14,16:09,Giza,Sheikh Zayed City,حضرية,El-Lebbini St.,68,31.4,20.5,نعم,جاف
2022-08-08,15:53,Cairo,Zamalek,حضرية,Corniche El Nil,66,34.9,16.7,نعم,جاف
2023-01-04,01:43,Cairo,Downtown,حضرية,Suez Road,54,18.6,15.2,لا,جاف
2022-05-31,13:40,Giza,Agouza,حضرية,Giza Square,47,15.7,15.4,لا,جاف
2023-04-27,07:22,Giza,6th October City,حضرية,Giza Square,36,24.1,21.8,نعم,جاف
2023-04-25,17:41,Giza,Faisal,حضرية,Ring Road (Giza Section),74,33.6,26.7,نعم,مبلل
2022-07-11,19:23,Giza,Sheikh Zayed City,حضرية,El Mansoureya Road,54,30.7,21.0,نعم,جاف
2023-11-29,17:31,Cairo,Downtown,حضرية,Corniche El Nil,22,28.1,22.1,نعم,جاف
2022-10-12,19:07,Cairo,Zamalek,حضرية,Autostrad Road,71,39.1,15.8,نعم,تحت الصيانة
2023-08-23,09:18,Cairo,Zamalek,حضرية,Ring Road,59,27.7,16.3,نعم,مبلل
2024-05-27,17:38,Giza,Faisal,حضرية,Alexandria Desert Road,45,33.7,20.3,نعم,تحت الصيانة
2024-07-08,12:41,Alexandria,Stanley,حضرية,Desert Road,62,16.3,21.0,نعم,مبلل
2024-04-07,18:51,Alexandria,Smouha,حضرية,Gamal Abdel Nasser St.,80,41.4,21.2,نعم,جاف
2024-09-09,14:33,Sohag,Akhmim,ريفية,Tahta Bridge,33,14.4,30.3,لا,جاف
2022-01-25,07:31,Qalyubia,Banha,حضرية,Cairo-Ismailia Road,71,28.1,16.0,نعم,جاف
2025-04-22,16:12,Giza,Imbaba,حضرية,Saqqara Road,58,34.9,18.5,نعم,جاف
2024-10-25,12:39,Cairo,Nasr City,حضرية,Corniche El Nil,73,16.0,20.5,نعم,مبلل
2022-06-10,12:45,Cairo,Shubra,حضرية,Salah Salem St.,67,19.7,20.3,نعم,مبلل
2023-11-12,18:19,Giza,6th October City,حضرية,Saqqara Road,72,36.6,20.9,نعم,جاف
2022-04-02,12:30,Cairo,Gesr El Suez,صناعية,Nasr Road,60,14.879999999999999,26.8,نعم,جاف
2022-07-25,02:46,Alexandria,San Stefano,حضرية,El-Horreya Ave,16,18.0,20.7,لا,جاف
2022-02-27,13:01,Giza,6th October City,حضرية,Alexandria Desert Road,57,16.5,24.7,لا,جاف
2025-02-27,20:49,Qalyubia,Toukh,ريفية,Cairo-Ismailia Road,34,8.8,33.8,لا,جاف
2025-07-31,12:28,Giza,Imbaba,حضرية,Faisal Road,59,15.5,16.6,نعم,جاف
2022-04-30,18:41,Alexandria,Stanley,حضرية,Desert Road,80,39.6,16.9,نعم,مبلل
2022-10-29,19:23,Alexandria,Glim,حضرية,Desert Road,43,28.4,19.3,نعم,جاف
2023-02-13,10:41,Giza,Faisal,حضرية,El-Lebbini St.,52,18.9,17.4,لا,جاف
2025-03-28,12:40,Qalyubia,Banha,حضرية,Banha Bypass,67,23.16,20.4,نعم,مبلل
2023-01-10,15:43,Cairo,Zeitoun,حضرية,Corniche El Nil,55,37.5,19.5,نعم,جاف
2025-04-22,11:21,Cairo,Maadi,حضرية,Nasr Road,35,15.7,28.9,لا,جاف
2023-06-09,12:23,Cairo,Heliopolis,حضرية,15th of May Bridge,56,16.6,26.9,نعم,جاف
2024-07-19,12:29,Giza,6th October City,حضرية,Giza Square,74,16.3,27.7,نعم,جاف
2024-10-16,16:23,Cairo,Shubra,حضرية,Ramses St.,48,29.9,27.8,نعم,جاف
2024-04-15,00:35,Sharqia,Minya Al Qamh,ريفية,Zagazig Road,35,9.1,37.8,لا,جاف
2023-10-24,23:18,Giza,Dokki,حضرية,Pyramids Road,36,18.4,24.0,لا,جاف
2023-04-05,19:56,Alexandria,Smouha,حضرية,Kafr Abdou St.,60,45.72,20.6,نعم,جاف
2022-07-18,02:56,Giza,Faisal,حضرية,El Bahr El Aazam St.,63,17.4,22.2,لا,مبلل
2023-07-20,08:54,Giza,Haram,حضرية,Giza Square,73,22.7,18.2,نعم,جاف
2022-12-05,05:41,Cairo,Zeitoun,حضرية,Nasr Road,66,15.9,24.4,لا,جاف
2024-09-28,16:35,Cairo,Heliopolis,حضرية,Al Fangari Bridge,50,31.5,23.6,نعم,جاف
2022-01-01,15:57,Qalyubia,Khanka,ريفية,Cairo-Ismailia Road,39,21.0,36.7,نعم,مبلل
2022-02-09,09:24,Alexandria,San Stefano,حضرية,Kafr Abdou St.,50,26.6,16.8,نعم,تحت الصيانة
2024-05-08,07:42,Giza,Agouza,حضرية,El Bahr El Aazam St.,55,27.0,27.6,نعم,مبلل
2023-03-05,03:13,Alexandria,Smouha,حضرية,Desert Road,48,17.7,24.3,لا,تحت الصيانة
2023-01-23,07:19,Qalyubia,Shibin El Qanater,ريفية,Qalyub Main St.,27,13.2,38.0,نعم,جاف
2024-09-13,09:57,Giza,Dokki,حضرية,El Bahr El Aazam St.,64,23.4,22.6,نعم,مبلل
2022-07-05,23:12,Giza,Faisal,حضرية,El Mansoureya Road,34,16.7,16.2,لا,جاف
2022-03-03,09:05,Giza,6th October City,حضرية,Ring Road (Giza Section),46,22.6,23.5,نعم,مبلل
2025-06-16,14:17,Giza,6th October City,حضرية,Saqqara Road,61,15.8,29.0,لا,جاف
2023-05-23,10:56,Alexandria,Smouha,حضرية,Desert Road,78,16.7,16.2,لا,جاف
2022-10-21,15:40,Alexandria,Montazah,حضرية,El-Horreya Ave,78,35.7,25.7,نعم,جاف
2025-04-08,16:47,Cairo,Nasr City,حضرية,Corniche El Nil,73,38.9,23.6,نعم,مبلل
2024-08-03,17:02,Giza,Agouza,حضرية,Pyramids Road,20,32.0,15.2,نعم,جاف
2025-04-18,12:40,Qalyubia,Khanka,ريفية,Qalyub Main St.,38,13.4,34.0,نعم,تحت الصيانة
2022-11-15,02:40,Cairo,Nasr City,حضرية,Autostrad Road,42,16.6,15.5,لا,جاف
2023-03-13,03:05,Giza,Sheikh Zayed City,حضرية,Giza Square,27,17.9,29.8,لا,مبلل
2025-08-03,12:42,Cairo,Zeitoun,حضرية,Al Azhar St.,28,16.9,23.6,نعم,جاف
2022-06-24,09:46,Giza,Sheikh Zayed City,حضرية,Alexandria Desert Road,57,29.1,28.1,نعم,جاف
2024-01-07,18:56,Cairo,Gesr El Suez,صناعية,Salah Salem St.,33,24.8,21.2,نعم,جاف
2022-08-20,23:05,Cairo,Downtown,حضرية,Autostrad Road,22,19.0,20.2,لا,جاف
2024-08-10,06:15,Cairo,Downtown,حضرية,15th of May Bridge,21,17.9,22.0,لا,جاف
2024-01-07,07:01,Cairo,Maadi,حضرية,Nasr Road,28,23.4,27.9,نعم,جاف
2022-01-11,17:32,Cairo,Maadi,حضرية,Ramses St.,50,28.1,27.4,نعم,جاف
2025-05-25,08:21,Giza,Imbaba,حضرية,El Bahr El Aazam St.,76,23.8,24.9,نعم,جاف
2023-07-06,18:08,Cairo,Zeitoun,حضرية,Corniche El Nil,18,34.0,24.0,نعم,تحت الصيانة
2024-03-30,09:24,Cairo,Zamalek,حضرية,Corniche El Nil,71,28.08,15.5,نعم,جاف
2022-01-27,20:46,Cairo,Heliopolis,حضرية,Ring Road,62,17.5,28.9,لا,تحت الصيانة
2024-04-21,17:55,Alexandria,Glim,حضرية,El-Montazah Bridge,21,39.6,24.0,نعم,جاف
2023-11-29,07:10,Cairo,Gesr El Suez,صناعية,Ring Road,56,20.7,31.2,نعم,جاف
2023-06-29,18:18,Giza,Faisal,حضرية,Faisal Road,53,30.8,27.8,نعم,جاف
2024-11-24,02:30,Alexandria,Smouha,حضرية,El-Montazah Bridge,32,17.3,19.8,لا,جاف
2022-05-13,19:02,Cairo,Gesr El Suez,صناعية,Al Azhar St.,52,22.8,29.1,نعم,جاف
2022-03-21,17:12,Cairo,Zamalek,حضرية,Autostrad Road,25,32.3,24.6,نعم,جاف
2023-10-06,03:23,Qalyubia,Banha,حضرية,Banha Bypass,65,15.9,26.3,لا,تحت الصيانة
2024-12-07,18:03,Giza,Imbaba,حضرية,Faisal Road,25,30.6,16.2,نعم,تحت الصيانة
2024-11-27,02:01,Cairo,Heliopolis,حضرية,Suez Road,60,17.6,19.0,لا,مبلل
2022-05-11,08:39,Giza,Agouza,حضرية,Pyramids Road,44,23.0,18.4,نعم,جاف
2023-02-02,16:02,Cairo,Zamalek,حضرية,Al Mehwar Al Markazy,34,33.7,28.5,نعم,جاف
2022-04-02,16:09,Alexandria,Roushdy,حضرية,Desert Road,72,46.199999999999996,23.6,نعم,تحت الصيانة
2024-05-07,08:41,Giza,Faisal,حضرية,El-Lebbini St.,66,24.8,15.7,نعم,تحت الصيانة
2023-03-29,09:58,Cairo,Zamalek,حضرية,Ring Road,80,33.72,25.3,نعم,جاف
2025-05-19,13:54,Alexandria,Montazah,حضرية,Miami Beach Road,62,19.1,21.6,لا,جاف
2022-08-22,09:43,Giza,Agouza,حضرية,El-Lebbini St.,73,23.4,29.5,نعم,جاف
2022-10-30,13:00,Cairo,Heliopolis,حضرية,Corniche El Nil,50,19.3,17.2,لا,جاف
2025-03-12,23:34,Cairo,Zamalek,حضرية,15th of May Bridge,63,22.679999999999996,21.1,لا,جاف
2025-07-09,12:54,Alexandria,San Stefano,حضرية,El-Horreya Ave,72,19.5,23.2,نعم,جاف
2025-07-13,21:53,Cairo,Zamalek,حضرية,Nasr Road,16,16.5,22.7,لا,جاف
2023-01-24,09:31,Qalyubia,Khanka,ريفية,Cairo-Ismailia Road,36,13.1,29.0,نعم,جاف
2023-08-10,18:38,Cairo,Nasr City,حضرية,Ring Road,75,32.2,16.2,نعم,مبلل
2024-01-06,11:17,Giza,6th October City,حضرية,Pyramids Road,45,19.5,19.5,لا,جاف
2024-04-08,15:51,Cairo,Zeitoun,حضرية,Al Mehwar Al Markazy,64,35.16,17.2,نعم,جاف
2024-11-16,03:28,Cairo,Gesr El Suez,صناعية,Autostrad Road,28,13.9,33.1,لا,تحت الصيانة
2022-11-09,08:56,Cairo,Zamalek,حضرية,Ring Road,64,28.5,28.0,نعم,جاف
2022-04-13,15:01,Alexandria,Sidi Gaber,حضرية,Kafr Abdou St.,64,34.68,28.4,نعم,جاف
2022-04-04,08:49,Qalyubia,Khanka,ريفية,Shubra-Banha Road,34,18.36,44.2,نعم,جاف
2024-05-24,21:40,Giza,Sheikh Zayed City,حضرية,El Mansoureya Road,65,16.9,20.0,لا,تحت الصيانة
2023-06-22,17:26,Cairo,Maadi,حضرية,Al Mehwar Al Markazy,50,31.6,16.8,نعم,مبلل
2024-02-04,23:58,Giza,Agouza,حضرية,Saqqara Road,76,19.2,28.0,لا,جاف
